'111,,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Вода, т","Жидкость, т","Попутный газ, м3","Простой, ч",Причина простоя,"Qж, т/сут","Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Дата_2,Пласт МЭР,Куст,Тип скважины,Диаметр экспл.колонны,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,SKIN,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый'
'397.0,912d5b56e34a19d21ef73f654f45230d,2008-10-30,0.0,1.0,1.0,1.0,739.0,0.0,266.0,68.0,334.0,17263.0,5.0,4,10.85,20.4,17263.0,560.64,2011-10-11,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'398.0,912d5b56e34a19d21ef73f654f45230d,2008-11-30,0.0,1.0,1.0,1.0,744.0,0.0,276.0,47.0,323.0,18217.0,0.0,0,10.42,14.6,18217.0,587.65,2011-10-11,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'399.0,912d5b56e34a19d21ef73f654f45230d,2008-12-31,0.0,1.0,1.0,1.0,696.0,0.0,271.0,31.0,302.0,18745.0,0.0,0,10.41,10.3,18745.0,646.38,2011-10-11,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'400.0,912d5b56e34a19d21ef73f654f45230d,2009-01-29,0.0,1.0,1.0,1.0,742.0,0.0,257.0,90.0,347.0,18138.0,2.0,1,11.22,25.9,18138.0,586.67,2011-10-11,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'401.0,912d5b56e34a19d21ef73f654f45230d,2009-03-01,0.0,1.0,1.0,1.0,718.0,0.0,235.0,108.0,343.0,16472.0,2.0,0,11.47,31.5,16472.0,550.6,2011-10-11,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'402.0,3b3c7b6620e726abd29de2d064f40228,2008-10-30,0.0,1.0,1.0,1.0,744.0,0.0,295.0,254.0,549.0,19192.0,0.0,0,17.71,46.3,19192.0,619.1,2011-11-19,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'403.0,3b3c7b6620e726abd29de2d064f40228,2008-11-30,0.0,1.0,1.0,1.0,744.0,0.0,339.0,157.0,496.0,22351.0,0.0,0,16.0,31.7,22351.0,721.0,2011-11-19,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'404.0,3b3c7b6620e726abd29de2d064f40228,2008-12-31,0.0,1.0,1.0,1.0,696.0,0.0,323.0,105.0,428.0,22361.0,0.0,0,14.76,24.5,22361.0,771.07,2011-11-19,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'405.0,3b3c7b6620e726abd29de2d064f40228,2009-01-29,0.0,1.0,1.0,1.0,744.0,0.0,295.0,191.0,486.0,20791.0,0.0,0,15.68,39.3,20791.0,670.68,2011-11-19,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'406.0,3b3c7b6620e726abd29de2d064f40228,2009-03-01,0.0,1.0,1.0,1.0,720.0,0.0,281.0,179.0,460.0,19683.0,0.0,0,15.33,38.9,19683.0,656.1,2011-11-19,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'407.0,3b3c7b6620e726abd29de2d064f40228,2009-03-31,0.0,1.0,1.0,1.0,744.0,0.0,295.0,173.0,468.0,20773.0,0.0,0,15.1,37.0,20773.0,670.1,2011-11-19,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'408.0,378cc157c8f9e3186ffb432bef38f9c6,2008-08-30,0.0,1.0,1.0,1.0,744.0,0.0,588.0,93.0,681.0,37829.0,0.0,0,21.97,13.7,37829.0,1220.29,2011-09-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'409.0,378cc157c8f9e3186ffb432bef38f9c6,2008-09-30,0.0,1.0,1.0,1.0,720.0,0.0,467.0,106.0,573.0,30083.0,0.0,0,19.1,18.5,30083.0,1002.77,2011-09-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'410.0,378cc157c8f9e3186ffb432bef38f9c6,2008-10-30,0.0,1.0,1.0,1.0,740.0,0.0,426.0,79.0,505.0,27753.0,4.0,1,16.38,15.6,27753.0,900.1,2011-09-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'411.0,378cc157c8f9e3186ffb432bef38f9c6,2008-11-30,0.0,1.0,1.0,1.0,742.0,0.0,432.0,36.0,468.0,28509.0,2.0,0,15.14,7.7,28509.0,922.12,2011-09-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'412.0,378cc157c8f9e3186ffb432bef38f9c6,2008-12-31,0.0,1.0,1.0,1.0,691.0,0.0,402.0,50.0,452.0,27912.0,5.0,1,15.7,11.1,27912.0,969.45,2011-09-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'413.0,378cc157c8f9e3186ffb432bef38f9c6,2009-01-29,0.0,1.0,1.0,1.0,590.0,0.0,326.0,26.0,352.0,22948.0,154.0,7,14.32,7.4,22948.0,933.48,2011-09-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'414.0,87dff78cb325373c2ba036222eea17eb,2008-01-29,0.0,1.0,1.0,1.0,744.0,0.0,419.0,139.0,558.0,26916.0,0.0,0,18.0,24.9,26916.0,868.26,2011-02-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'415.0,87dff78cb325373c2ba036222eea17eb,2008-02-29,0.0,1.0,1.0,1.0,720.0,0.0,407.0,69.0,476.0,26090.0,0.0,0,15.87,14.5,26090.0,869.67,2011-02-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
'416.0,87dff78cb325373c2ba036222eea17eb,2008-03-30,0.0,1.0,1.0,1.0,744.0,0.0,433.0,85.0,518.0,27730.0,0.0,0,16.71,16.4,27730.0,894.52,2011-02-16,0.0,0.0,0.0,146.9736842105263,69.71235555555555,23.17460317460317,2963.08947368421,384.58400881057264,0.0,72.70044052863436,2366.409691629956,50.592389380530975,0.7,2770.856052631579,16.972907488986785,15.746740088105726,187.55424778761062,2455.0800884955747,16.887929515418502,38.8456953642384,54.688051354099045,38.88171052631578,100.61754385964912,81.49218421052633,93.65789473684212,999999.0,0.2908122913190041,42005.974386223344,1.207938596491228,0.5,1.3370650232633892,1.2007631578947369,0.8554342105263157,1.0196447368421049,27.221929824561403,2.19549746367168,0.2688011848513476,44.812997597657116,1.0229311250798934,-6.0005815298846015,0.8795761515831062,2657.8935064935063,100.2193832599119,467.2226125084668,42069.26429022497,42068.98225207115,42070.26529300684,250.0,0.0,41089.526315789466,0.0,53.14109589041096,0.0,11.323684210526313,0.7639533034623625,3043.664912280702,90.01754385964912,13.511627906976745,33.3702479338843,21.983117647058826,0.0,0.0,257.74122807017545,243.95856337210083,12.5,11.5,28.254218117548948,34.75716776970592,34.75716776970592,2.6050920884203337,109.68629905864628,109.68629905864628'
