,Скважина,Дата,ГТМ,Метод,Характер работы,Состояние,"Время работы, ч",Время накопления,"Нефть, т","Попутный газ, м3","Простой, ч",Причина простоя,"Обводненность (вес), %","Добыча растворенного газа, м3","Дебит попутного газа, м3/сут",Тип скважины,Диаметр НКТ,Диаметр штуцера,Глубина верхних дыр перфорации,Удлинение,Тип насоса,Производительность ЭЦН,Напор,Частота,Коэффициент сепарации,Глубина спуска,Буферное давление,Давление в линии,Пластовое давление,Динамическая высота,Затрубное давление,Давление на приеме,Забойное давление,Обводненность,Давление наcыщения,Газовый фактор,Температура пласта,JD факт,Вязкость нефти в пластовых условиях,Вязкость воды в пластовых условиях,Вязкость жидкости в пласт. условиях,объемный коэффициент,Плотность нефти,Плотность воды,Высота перфорации,Удельный коэффициент,Коэффициент продуктивности,ТП - Забойное давление,ТП - JD опт.,ТП - SKIN,К пр от стимуляции,Глубина спуска.1,КВЧ,Время до псевдоуст-ся режима,Дата запуска после КРС,Дата пуска,Дата останова,Радиус контура питания,Номер бригады,Дата ввода в эксплуатацию,Назначение по проекту,Замерное забойное давление,Нефтенасыщенная толщина,Плотность раствора глушения,Глубина текущего забоя,Тип дополнительного оборудования,Мощность ПЭД,I X/X,Ток номинальный,Ток рабочий,Тип ГЗУ,ДНС,Пластовое давление начальное,Характеристический дебит жидкости,Время в работе,Время в накоплении,ГП - Забойное давление,ГП(ИДН) Дебит жидкости,ГП(ИДН) Дебит жидкости скорр-ый,ГП(ИДН) Прирост дефита нефти,ГП(ГРП) Дебит жидкости,ГП(ГРП) Дебит жидкости скорр-ый
1031.0,f418638850d16c7342a45ab8fa52db60,2006-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"2470,00",158273.0,0.0,0,"5,1","158273,00","5275,77",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1032.0,636baa4564c601ce57aedbec27abee69,2006-07-01,1.0,3.0,1.0,2.0,0.0,0.0,"0,00",0.0,0.0,0,"0,0","0,00","0,00",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1033.0,636baa4564c601ce57aedbec27abee69,2006-08-01,1.0,3.0,1.0,2.0,0.0,0.0,"0,00",0.0,0.0,0,"0,0","0,00","0,00",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1034.0,636baa4564c601ce57aedbec27abee69,2006-08-31,1.0,1.0,1.0,1.0,654.0,0.0,"2250,00",144000.0,2.0,0,"2,2","144000,00","5284,40",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1035.0,636baa4564c601ce57aedbec27abee69,2006-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"2154,00",138021.0,0.0,0,"5,5","138021,00","4600,70",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1036.0,636baa4564c601ce57aedbec27abee69,2006-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"1785,00",114328.0,0.0,0,"7,7","114328,00","3688,00",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1037.0,636baa4564c601ce57aedbec27abee69,2006-12-01,0.0,1.0,1.0,1.0,743.0,0.0,"2541,00",161934.0,1.0,5,"2,6","161934,00","5230,71",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1038.0,333cb091a4bab9eec1589ba0b3136de3,2006-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"2760,00",176852.0,0.0,0,"5,7","176852,00","5895,07",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1039.0,333cb091a4bab9eec1589ba0b3136de3,2006-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"2777,00",177902.0,0.0,0,"4,7","177902,00","5738,77",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1040.0,333cb091a4bab9eec1589ba0b3136de3,2007-08-31,1.0,2.0,1.0,1.0,129.0,0.0,"502,00",30225.0,0.0,0,"2,7","30225,00","5623,26",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1041.0,333cb091a4bab9eec1589ba0b3136de3,2007-12-01,0.0,1.0,1.0,1.0,741.0,0.0,"2606,00",166947.0,3.0,0,"4,4","166947,00","5407,19",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1042.0,333cb091a4bab9eec1589ba0b3136de3,2008-01-01,0.0,1.0,1.0,1.0,672.0,0.0,"2055,00",131559.0,0.0,0,"9,4","131559,00","4698,54",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1043.0,333cb091a4bab9eec1589ba0b3136de3,2008-01-29,0.0,1.0,1.0,1.0,744.0,0.0,"1906,00",122110.0,0.0,0,"17,6","122110,00","3939,03",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1044.0,1cb69fe220cee2ed4f1ec2439238cdf5,2006-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"296,00",18922.0,0.0,0,"5,4","18922,00","630,73",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1045.0,1cb69fe220cee2ed4f1ec2439238cdf5,2006-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"265,00",17007.0,0.0,0,"2,9","17007,00","548,61",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1046.0,1cb69fe220cee2ed4f1ec2439238cdf5,2007-05-31,1.0,2.0,1.0,1.0,200.0,0.0,"193,00",11621.0,0.0,0,"9,8","11621,00","1394,52",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1047.0,1cb69fe220cee2ed4f1ec2439238cdf5,2007-07-01,0.0,1.0,1.0,1.0,744.0,0.0,"734,00",43165.0,0.0,0,"8,6","43165,00","1392,42",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1048.0,1cb69fe220cee2ed4f1ec2439238cdf5,2007-08-01,0.0,1.0,1.0,1.0,701.0,0.0,"595,00",34824.0,19.0,1,"3,1","34824,00","1192,26",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1049.0,1cb69fe220cee2ed4f1ec2439238cdf5,2007-08-31,0.0,1.0,1.0,1.0,740.0,0.0,"452,00",29126.0,4.0,1,"5,8","29126,00","944,63",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1050.0,2bf3c2d5cd55b9ef43e7140c62be3c5a,2006-10-01,0.0,1.0,1.0,1.0,720.0,0.0,"117,00",7510.0,0.0,0,"7,1","7510,00","250,33",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
1051.0,2bf3c2d5cd55b9ef43e7140c62be3c5a,2006-10-31,0.0,1.0,1.0,1.0,744.0,0.0,"99,00",6322.0,0.0,0,"7,5","6322,00","203,94",1.0,66.78069306930692,27.15887096774193,3105.685577264653,479.9311355570529,0.0,99.01489757914341,2424.1729559748433,50.04872670807453,0.7000000000000001,2853.1861827956986,20.18941798941799,18.814942630185353,262.9134353369764,2323.172419928825,19.579964381122,55.62930719656283,71.93162135037728,23.388614273204908,99.90933333333334,70.74236998254798,92.04428822495605,0.3222122602740506,1.335449300699301,0.5,1.392471520554655,1.1699162303664925,0.8617382198952879,1.0157083769633508,36.09571936056839,3.742329360229473,0.2829196403898712,48.221973051250956,1.1969521157658212,-5.950202176668282,0.6504305216062959,2782.7365322580645,124.7534351145038,1399.3294432118598,42118.22692180151,42109.60223240256,42069.66600572612,250.0,2.477970297029703,42078.64921465969,0.0,65.9924932735426,13.332257769652653,1.0384247176597197,3322.135149384885,0.0,72.55463414634147,14.042105263157893,33.56677419354839,22.93096404793609,0.0,0.0,269.0789649122807,253.0252295338702,10.157142857142855,12.06,29.79708592387981,58.99643222442025,58.99643222442025,7.954614382663871,127.84131633262652,127.84131633262652
